#accounts,fill,fill-preset,release
release=36849
406,10255224,3084215
407,10280209,3091730
408,10305277,3099304
409,10330286,3106939
410,10355366,3114561
411,10380435,3121992
412,10405407,3129650
413,10430608,3137069
414,10455472,3144643
415,10480745,3152206
416,10505729,3159552
417,10530750,3167343
418,10555770,3174533
419,10580863,3182348
420,10605823,3189874
421,10631024,3197353
422,10656045,3204856
423,10681089,3212490
424,10706205,3219897
425,10731250,3227532
426,10756414,3235142
427,10781435,3242621
428,10806384,3250256
429,10831453,3257699
430,10856425,3265189
431,10881614,3272752
432,10906647,3280195
433,10931704,3287746
434,10956760,3295332
435,10981733,3302763
436,11006718,3310362
437,11031871,3317997
438,11056844,3325632
439,11081961,3332955
440,11106946,3340722
441,11132063,3348105
442,11157144,3355548
443,11182129,3363327
444,11207354,3370614
445,11232291,3378225
446,11257276,3385740
447,11282429,3393411
448,11307438,3400830
449,11332483,3408381
450,11357672,3415956
451,11382525,3423591
452,11407666,3431166
453,11432783,3438561
454,11457840,3446064
455,11482873,3453687
456,11507953,3461250
457,11533107,3468598
458,11557985,3476305
459,11583101,3483784
460,11608134,3491551
461,11633180,3498935
462,11658213,3506438
463,11683306,3514037
464,11708519,3521456
465,11733433,3529008
466,11758358,3536631
467,11783631,3544122
468,11808413,3551686
469,11833770,3559165
470,11858791,3566740
471,11883861,3574244
472,11908882,3581855
473,11933952,3589407
474,11958961,3597006
475,11984079,3604546
476,12009076,3612013
477,12033954,3619601
478,12059047,3627044
479,12084285,3634536
480,12109258,3642099
481,12134376,3649759
482,12159277,3657238
483,12184419,3664754
484,12209416,3672245
485,12234546,3679773
486,12259663,3687433
487,12284613,3694972
488,12309671,3702428
489,12334740,3709932
490,12359821,3717567
491,12384987,3725203
492,12409949,3732623
493,12435055,3740067
494,12459944,3747510
495,12485170,3755314
496,12510144,3762674
497,12535274,3770346
498,12560439,3777741
499,12585305,3785377
500,12610447,3792905
501,12635373,3800457
502,12660539,3807937
503,12685741,3815633
504,12710775,3823041
505,12735665,3830593
506,12760926,3838097
507,12785817,3845601
508,12810923,3853261
509,12835993,3860849
510,12860967,3868209
511,12886216,3875905
512,12911095,3883313
513,12936129,3890757
514,12961103,3898309
515,12986280,3906053
516,13011410,3913653
517,13036444,3921025
518,13061442,3928661
519,13086440,3936177
520,13111558,3943693
521,13136725,3951270
522,13161759,3958774
523,13186685,3966194
524,13211683,3973794
525,13236874,3981359
526,13261992,3988923
527,13286846,3996583
528,13311976,4004015
529,13336987,4011520
530,13362177,4019108
531,13387295,4026648
532,13412342,4034165
533,13437268,4041765
534,13462398,4049197
535,13487277,4056798
536,13512407,4064446
537,13537538,4071699
538,13562727,4079191
539,13587667,4086996
540,13612581,4094584
541,13637688,4102089
542,13662961,4109581
543,13687948,4117158
544,13712851,4124554
545,13738065,4132143
546,13763111,4139563
547,13788170,4147224
